brand_model,city,model,mileage_in_km,engine_in_cc,Transmission,price_in_lacs,brand_model_age,price_type,mileage_category,engine_mileage_interaction
Suzuki Mehran,Islamabad,2004,65800,800.0,Manual,5.4,20,Budget,Low,52640000.0
Honda Civic,Islamabad,2001,123456,1600.0,Manual,12.3,23,Budget,Medium,197529600.0
Suzuki Mehran,Rawalpindi,2007,85000,800.0,Manual,7.5,17,Budget,Low,68000000.0
Honda City,Rawalpindi,2004,116000,1300.0,Manual,17.5,20,Budget,Medium,150800000.0
Suzuki Mehran,Mansehra,2018,60000,796.0,Manual,15.5,6,Budget,Low,47760000.0
Toyota Corolla,Karachi,2016,57000,1300.0,Manual,34.5,8,Mid Range,Low,74100000.0
Suzuki Cultus,Mardan,2006,500,1000.0,Manual,8.2,18,Budget,Low,500000.0
Suzuki Mehran,Charsadda,2013,12345,800.0,Manual,10.9,11,Budget,Low,9876000.0
Suzuki Hustler,Islamabad,2021,17500,660.0,Automatic,37.6,3,Mid Range,Low,11550000.0
KIA Sportage,Faisalabad,2021,15000,2000.0,Automatic,72.2,3,Luxury,Low,30000000.0
Honda Civic,Islamabad,2020,53800,1800.0,Automatic,61.9,4,Luxury,Low,96840000.0
Honda Civic,Karachi,2015,100000,1800.0,Automatic,36.0,9,Mid Range,Low,180000000.0
Toyota Vitz,Lahore,2014,85000,1000.0,Automatic,31.6,10,Mid Range,Low,85000000.0
Honda Grace,Islamabad,2017,118000,1500.0,Automatic,55.0,7,Premium,Medium,177000000.0
Honda City,Rawalpindi,2017,110000,1500.0,Automatic,37.2,7,Mid Range,Medium,165000000.0
Toyota Raize,Islamabad,2021,31000,1000.0,Automatic,56.8,3,Premium,Low,31000000.0
Toyota Corolla,Jhelum,2019,37800,1300.0,Automatic,47.5,5,Premium,Low,49140000.0
Honda Civic,Lahore,2017,40000,1800.0,Automatic,49.9,7,Premium,Low,72000000.0
Honda Civic,Sialkot,2012,178000,1800.0,Manual,28.0,12,Mid Range,Medium,320400000.0
KIA Sportage,Faisalabad,2022,9829,2000.0,Automatic,76.0,2,Luxury,Low,19658000.0
Toyota Vitz,Lahore,2013,140000,1000.0,Automatic,24.8,11,Mid Range,Medium,140000000.0
Suzuki Hustler,Islamabad,2021,17500,660.0,Automatic,37.6,3,Mid Range,Low,11550000.0
KIA Sportage,Faisalabad,2021,15000,2000.0,Automatic,72.2,3,Luxury,Low,30000000.0
Toyota Passo,Karachi,2007,197000,1000.0,Automatic,16.0,17,Budget,Medium,197000000.0
Suzuki Khyber,Rawalpindi,1990,99999,1000.0,Manual,6.8,34,Budget,Low,99999000.0
Honda City,Lahore,2004,1200,1300.0,Manual,15.2,20,Budget,Low,1560000.0
Honda City,Islamabad,2004,108000,1300.0,Automatic,17.8,20,Budget,Medium,140400000.0
Suzuki Mehran,Faisalabad,2010,12345,800.0,Manual,9.5,14,Budget,Low,9876000.0
Toyota Passo,Lahore,2020,4200,1000.0,Automatic,41.2,4,Premium,Low,4200000.0
Toyota Prius,Swabi,2014,230,1800.0,Automatic,41.0,10,Premium,Low,414000.0
Honda Civic,Rawalpindi,2021,30050,1800.0,Automatic,64.8,3,Luxury,Low,54090000.0
Suzuki Cultus,Multan,2019,45000,1000.0,Manual,29.2,5,Mid Range,Low,45000000.0
DFSK Glory,Islamabad,2021,11200,1500.0,Automatic,51.5,3,Premium,Low,16800000.0
Changan Oshan,Vehari,2024,10000,1500.0,Automatic,70.0,0,Luxury,Low,15000000.0
Daihatsu Hijet,Lahore,2018,63000,660.0,Automatic,15.5,6,Budget,Low,41580000.0
Suzuki Mehran,Multan,2005,99999,800.0,Manual,5.9,19,Budget,Low,79999200.0
Mitsubishi Ek,Islamabad,2017,52500,660.0,Automatic,25.5,7,Mid Range,Low,34650000.0
Honda Vezel,Islamabad,2016,68000,1500.0,Automatic,64.0,8,Luxury,Low,102000000.0
Honda City,Gujranwala,2017,85000,1300.0,Automatic,33.5,7,Mid Range,Low,110500000.0
Suzuki Cultus,Karachi,2016,43500,1000.0,Manual,16.6,8,Budget,Low,43500000.0
Honda Civic,Karachi,2013,100000,1800.0,Automatic,34.8,11,Mid Range,Low,180000000.0
Proton X70,Lahore,2022,23000,1500.0,Automatic,73.5,2,Luxury,Low,34500000.0
Toyota Yaris,Lahore,2022,19500,1300.0,Automatic,45.5,2,Premium,Low,25350000.0
Honda City,Lahore,2017,100000,1300.0,Manual,32.8,7,Mid Range,Low,130000000.0
Honda Civic,Lahore,2018,56148,1800.0,Automatic,53.8,6,Premium,Low,101066400.0
Honda City,Islamabad,2021,74000,1200.0,Manual,39.8,3,Mid Range,Low,88800000.0
Honda Civic,Islamabad,2014,173000,1800.0,Automatic,36.5,10,Mid Range,Medium,311400000.0
Honda Vezel,Islamabad,2018,76000,1500.0,Automatic,70.0,6,Luxury,Low,114000000.0
Suzuki Swift,Rawalpindi,2014,122000,1300.0,Automatic,22.3,10,Mid Range,Medium,158600000.0
KIA Sportage,Karachi,2021,30064,2000.0,Automatic,68.5,3,Luxury,Low,60128000.0
MG HS,Lahore,2021,42000,1500.0,Automatic,65.0,3,Luxury,Low,63000000.0
Honda City,Karachi,2014,110000,1300.0,Automatic,29.0,10,Mid Range,Medium,143000000.0
Toyota Corolla,Karachi,2016,31276,1300.0,Automatic,41.0,8,Premium,Low,40658800.0
Honda Civic,Karachi,2013,100000,1800.0,Automatic,34.8,11,Mid Range,Low,180000000.0
Proton X70,Lahore,2022,23000,1500.0,Automatic,73.5,2,Luxury,Low,34500000.0
Toyota Yaris,Lahore,2022,19500,1300.0,Automatic,45.5,2,Premium,Low,25350000.0
Suzuki Wagon,Pattoki,2021,70000,1000.0,Manual,24.0,3,Mid Range,Low,70000000.0
Suzuki Cultus,Karachi,2009,12300,1000.0,Manual,10.5,15,Budget,Low,12300000.0
Honda City,Lahore,2017,75000,1300.0,Manual,33.4,7,Mid Range,Low,97500000.0
Honda City,Islamabad,2020,104000,1300.0,Manual,38.0,4,Mid Range,Medium,135200000.0
Toyota Belta,Islamabad,2006,103000,1300.0,Automatic,23.8,18,Mid Range,Medium,133900000.0
Honda Civic,Islamabad,2018,149000,1800.0,Automatic,49.6,6,Premium,Medium,268200000.0
Toyota Corolla,Faisalabad,2022,36199,1598.0,Automatic,60.0,2,Premium,Low,57846002.0
Toyota Passo,Islamabad,2010,102000,1000.0,Automatic,24.5,14,Mid Range,Medium,102000000.0
Suzuki Cultus,Rawalpindi,2006,98727,1000.0,Manual,8.8,18,Budget,Low,98727000.0
Honda Civic,Lahore,2018,20000,1800.0,Automatic,60.0,6,Premium,Low,36000000.0
Suzuki Cultus,Lahore,2010,130800,1000.0,Manual,12.3,14,Budget,Medium,130800000.0
Suzuki Wagon,Multan,2020,51000,1000.0,Manual,24.5,4,Mid Range,Low,51000000.0
Suzuki Alto,Islamabad,2018,95000,660.0,Automatic,2.8,6,Budget,Low,62700000.0
Daihatsu Cuore,Lahore,2003,202000,800.0,Manual,8.0,21,Budget,High,161600000.0
Mitsubishi Lancer,Lahore,2007,200000,1300.0,Manual,13.5,17,Budget,Medium,260000000.0
Toyota Corolla,Pak pattan sharif,2018,20000,1300.0,Automatic,50.0,6,Premium,Low,26000000.0
Toyota Passo,Lahore,2020,28000,1000.0,Automatic,36.9,4,Mid Range,Low,28000000.0
Honda Civic,Karachi,2005,93321,1600.0,Automatic,14.5,19,Budget,Low,149313600.0
Toyota Corolla,Karachi,2016,31276,1300.0,Automatic,41.0,8,Premium,Low,40658800.0
Suzuki Wagon,Lahore,2017,100000,1000.0,Manual,16.9,7,Budget,Low,100000000.0
Suzuki Cultus,Lahore,2019,42340,1000.0,Manual,26.4,5,Mid Range,Low,42340000.0
Honda Civic,Lahore,2018,167000,1800.0,Automatic,53.0,6,Premium,Medium,300600000.0
Honda Civic,Islamabad,2015,130000,1800.0,Automatic,39.0,9,Mid Range,Medium,234000000.0
Honda Civic,Lahore,2008,165250,1800.0,Automatic,23.5,16,Mid Range,Medium,297450000.0
Honda Civic,Lahore,2012,145250,1800.0,Automatic,27.8,12,Mid Range,Medium,261450000.0
Honda Civic,Sialkot,2021,45000,1800.0,Automatic,66.0,3,Luxury,Low,81000000.0
Toyota Raize,Karachi,2020,64557,1000.0,Automatic,62.5,4,Luxury,Low,64557000.0
Daihatsu Mira,Karachi,2010,124000,660.0,Automatic,18.8,14,Budget,Medium,81840000.0
Daihatsu Cuore,Lahore,2003,202000,800.0,Manual,8.0,21,Budget,High,161600000.0
Mitsubishi Lancer,Lahore,2007,200000,1300.0,Manual,13.5,17,Budget,Medium,260000000.0
Toyota Corolla,Pak pattan sharif,2018,20000,1300.0,Automatic,50.0,6,Premium,Low,26000000.0
Toyota Passo,Lahore,2020,28000,1000.0,Automatic,36.9,4,Mid Range,Low,28000000.0
Honda Civic,Karachi,2005,93321,1600.0,Automatic,14.5,19,Budget,Low,149313600.0
Honda Civic,Islamabad,2018,61000,1800.0,Automatic,52.9,6,Premium,Low,109800000.0
Suzuki Mehran,Rawalpindi,2017,93000,796.0,Manual,15.3,7,Budget,Low,74028000.0
KIA Sportage,Lahore,2021,5800,2000.0,Automatic,71.9,3,Luxury,Low,11600000.0
Suzuki Mehran,Mardan,2012,100000,796.0,Manual,9.5,12,Budget,Low,79600000.0
KIA Sportage,Lahore,2022,24000,2000.0,Automatic,76.5,2,Luxury,Low,48000000.0
Honda Freed,Lahore,2019,85000,1500.0,Automatic,55.5,5,Premium,Low,127500000.0
Suzuki Alto,Gujranwala,2021,7800,660.0,Manual,21.7,3,Mid Range,Low,5148000.0
Nissan Note,Peshawar,2018,90000,1198.0,Automatic,45.0,6,Premium,Low,107820000.0
Nissan Tiida,Peshawar,2007,150,1500.0,Automatic,24.5,17,Mid Range,Low,225000.0
Honda City,Peshawar,2014,92000,1300.0,Manual,30.5,10,Mid Range,Low,119600000.0
Honda Civic,Peshawar,2017,135000,1800.0,Automatic,53.3,7,Premium,Medium,243000000.0
Honda City,Gojra,2019,85000,1300.0,Automatic,39.0,5,Mid Range,Low,110500000.0
KIA Sportage,Islamabad,2022,20455,2000.0,Automatic,80.0,2,Luxury,Low,40910000.0
Honda HR-V,Faisalabad,2023,37000,1500.0,Automatic,68.5,1,Luxury,Low,55500000.0
Suzuki Alto,Karachi,2010,175000,1000.0,Manual,8.9,14,Budget,Medium,175000000.0
Toyota Corolla,Lahore,2016,79213,1300.0,Manual,34.5,8,Mid Range,Low,102976900.0
Honda Civic,Sialkot,2021,45000,1800.0,Automatic,66.0,3,Luxury,Low,81000000.0
Toyota Raize,Karachi,2020,64557,1000.0,Automatic,62.5,4,Luxury,Low,64557000.0
Daihatsu Mira,Karachi,2010,124000,660.0,Automatic,18.8,14,Budget,Medium,81840000.0
Honda City,Bahawalpur,2017,120000,1300.0,Automatic,32.4,7,Mid Range,Medium,156000000.0
Honda City,Karachi,2019,52354,1300.0,Manual,32.0,5,Mid Range,Low,68060200.0
Honda Civic,Karachi,1996,91000,1600.0,Automatic,12.8,28,Budget,Low,145600000.0
Honda City,Islamabad,2015,83000,1300.0,Manual,30.0,9,Mid Range,Low,107900000.0
Toyota Corolla,Lahore,2021,78000,1600.0,Automatic,50.0,3,Premium,Low,124800000.0
Toyota Yaris,Lahore,2021,32502,1500.0,Automatic,46.5,3,Premium,Low,48753000.0
Honda City,Peshawar,2014,92000,1300.0,Manual,30.5,10,Mid Range,Low,119600000.0
Honda Civic,Peshawar,2017,135000,1800.0,Automatic,53.3,7,Premium,Medium,243000000.0
Honda City,Gojra,2019,85000,1300.0,Automatic,39.0,5,Mid Range,Low,110500000.0
KIA Sportage,Islamabad,2022,20455,2000.0,Automatic,80.0,2,Luxury,Low,40910000.0
Honda HR-V,Faisalabad,2023,37000,1500.0,Automatic,68.5,1,Luxury,Low,55500000.0
Suzuki Alto,Karachi,2010,175000,1000.0,Manual,8.9,14,Budget,Medium,175000000.0
Toyota Corolla,Lahore,2016,79213,1300.0,Manual,34.5,8,Mid Range,Low,102976900.0
Toyota Corolla,Peshawar,2014,150000,1300.0,Manual,32.2,10,Mid Range,Medium,195000000.0
Suzuki Swift,Lahore,2012,108000,1300.0,Manual,18.0,12,Budget,Medium,140400000.0
Mazda Flair,Islamabad,2013,140000,660.0,Automatic,20.5,11,Mid Range,Medium,92400000.0
Toyota Corolla,Khairpur Mir,2012,158000,1300.0,Manual,29.0,12,Mid Range,Medium,205400000.0
Suzuki Cultus,Lahore,2015,65000,1000.0,Manual,16.2,9,Budget,Low,65000000.0
Toyota Vitz,Peshawar,2006,150000,1000.0,Automatic,20.0,18,Budget,Medium,150000000.0
Toyota Yaris,Karachi,2022,38500,1300.0,Automatic,42.0,2,Premium,Low,50050000.0
Suzuki Alto,Wah cantt,2005,99999,1000.0,Manual,7.5,19,Budget,Low,99999000.0
Suzuki Every,Rawalpindi,2013,145000,660.0,Automatic,18.0,11,Budget,Medium,95700000.0
Honda City,Lahore,2019,90000,1500.0,Automatic,38.0,5,Mid Range,Low,135000000.0
Suzuki Mehran,Lahore,2008,94483,800.0,Manual,8.5,16,Budget,Low,75586400.0
Daihatsu Charade,Faisalabad,1992,50000,1600.0,Manual,5.2,32,Budget,Low,80000000.0
Honda Civic,Lahore,2018,70000,1800.0,Automatic,52.2,6,Premium,Low,126000000.0
Nissan Roox,Sialkot,2022,6100,660.0,Automatic,37.0,2,Mid Range,Low,4026000.0
FAW V2,Lahore,2015,145000,1300.0,Manual,13.4,9,Budget,Medium,188500000.0
Suzuki Cultus,Lodhran,2016,60000,1000.0,Manual,18.0,8,Budget,Low,60000000.0
Toyota C-HR,Lahore,2019,31780,1800.0,Automatic,86.0,5,Luxury,Low,57204000.0
MG HS,Lahore,2022,80000,1500.0,Automatic,62.0,2,Luxury,Low,120000000.0
Suzuki Alto,Rawalpindi,2007,94622,1000.0,Manual,10.0,17,Budget,Low,94622000.0
Toyota Corolla,Lahore,2018,72500,1800.0,Automatic,52.0,6,Premium,Low,130500000.0
Toyota Prius,Karachi,2011,133000,1500.0,Automatic,35.0,13,Mid Range,Medium,199500000.0
Honda Civic,Islamabad,2018,68165,1800.0,Automatic,52.5,6,Premium,Low,122697000.0
Honda BR-V,Lahore,2019,72803,1500.0,Automatic,45.0,5,Premium,Low,109204500.0
Suzuki Cultus,Karachi,2020,62000,1000.0,Automatic,30.5,4,Mid Range,Low,62000000.0
Honda Civic,Islamabad,2017,123000,1800.0,Automatic,45.5,7,Premium,Medium,221400000.0
Suzuki Spacia,Islamabad,2014,114000,660.0,Automatic,22.0,10,Mid Range,Medium,75240000.0
Suzuki Swift,Islamabad,2019,55000,1300.0,Manual,29.5,5,Mid Range,Low,71500000.0
Honda Civic,Lahore,2018,70000,1800.0,Automatic,52.2,6,Premium,Low,126000000.0
Nissan Roox,Sialkot,2022,6100,660.0,Automatic,37.0,2,Mid Range,Low,4026000.0
FAW V2,Lahore,2015,145000,1300.0,Manual,13.4,9,Budget,Medium,188500000.0
Suzuki Cultus,Lodhran,2016,60000,1000.0,Manual,18.0,8,Budget,Low,60000000.0
Toyota Vitz,Islamabad,2000,200000,1000.0,Manual,17.0,24,Budget,Medium,200000000.0
Toyota Corolla,Islamabad,2014,110000,1300.0,Manual,31.5,10,Mid Range,Medium,143000000.0
Suzuki Cultus,Lahore,2018,77788,1000.0,Manual,23.0,6,Mid Range,Low,77788000.0
Honda City,Lahore,2021,50000,1300.0,Manual,37.5,3,Mid Range,Low,65000000.0
Suzuki Alto,Lahore,2022,45000,660.0,Manual,25.9,2,Mid Range,Low,29700000.0
Honda Civic,Lahore,2007,121425,1800.0,Manual,19.0,17,Budget,Medium,218565000.0
Honda Civic,Islamabad,2022,26000,1800.0,Automatic,72.5,2,Luxury,Low,46800000.0
Daihatsu Mira,Karachi,2015,83000,660.0,Automatic,24.0,9,Mid Range,Low,54780000.0
Suzuki Cultus,Lahore,2015,116800,1000.0,Manual,16.5,9,Budget,Medium,116800000.0
Toyota Corolla,Islamabad,2017,68237,1800.0,Automatic,53.5,7,Premium,Low,122826600.0
Honda City,Karachi,2018,14000,1300.0,Automatic,41.5,6,Premium,Low,18200000.0
Daihatsu Mira,Multan,2020,37000,660.0,Automatic,35.5,4,Mid Range,Low,24420000.0
Suzuki Khyber,Moro,1996,100000,1000.0,Manual,4.0,28,Budget,Low,100000000.0
Toyota Vitz,Rawalpindi,1999,200000,1000.0,Automatic,14.9,25,Budget,Medium,200000000.0
Honda Civic,Karachi,2017,65000,1800.0,Automatic,43.0,7,Premium,Low,117000000.0
Toyota Corolla,Karachi,2011,72000,1300.0,Manual,25.5,13,Mid Range,Low,93600000.0
Hyundai Elantra,Sialkot,2024,7000,2000.0,Automatic,66.0,0,Luxury,Low,14000000.0
Toyota Corolla,Karachi,2019,200005,1800.0,Automatic,48.8,5,Premium,High,360009000.0
Toyota Corolla,Lahore,2017,99000,1300.0,Automatic,40.5,7,Premium,Low,128700000.0
Suzuki Alto,Islamabad,2020,79794,660.0,Automatic,27.0,4,Mid Range,Low,52664040.0
Honda City,Islamabad,2021,130000,1300.0,Manual,37.5,3,Mid Range,Medium,169000000.0
Toyota Vitz,Karachi,2016,90000,1000.0,Automatic,32.8,8,Mid Range,Low,90000000.0
Honda Civic,Karachi,2019,60000,1800.0,Automatic,54.8,5,Premium,Low,108000000.0
Toyota Corolla,Karachi,2018,80000,1300.0,Automatic,41.5,6,Premium,Low,104000000.0
Toyota Yaris,Lahore,2022,9389,1300.0,Automatic,46.0,2,Premium,Low,12205700.0
Suzuki Baleno,Wah cantt,2004,214000,1300.0,Manual,10.8,20,Budget,High,278200000.0
Toyota Yaris,Lahore,2021,60000,1000.0,Manual,48.5,3,Premium,Low,60000000.0
Honda Civic,Karachi,2017,65000,1800.0,Automatic,43.0,7,Premium,Low,117000000.0
Suzuki Baleno,Lahore,2005,100000,1300.0,Manual,8.5,19,Budget,Low,130000000.0
Suzuki Wagon,Lahore,2022,41000,1000.0,Manual,28.5,2,Mid Range,Low,41000000.0
Honda City,Nowshera cantt,2007,126000,1300.0,Automatic,20.6,17,Mid Range,Medium,163800000.0
Mercedes Benz,Islamabad,2007,130000,1800.0,Automatic,54.0,17,Premium,Medium,234000000.0
Suzuki Swift,Lahore,2022,22000,1200.0,Automatic,45.6,2,Premium,Low,26400000.0
Suzuki Cervo,Islamabad,2007,136000,660.0,Automatic,17.8,17,Budget,Medium,89760000.0
Toyota Corolla,Rawalpindi,2018,17660,1600.0,Automatic,49.8,6,Premium,Low,28256000.0
Suzuki Wagon,Lahore,2019,110000,1000.0,Manual,23.7,5,Mid Range,Medium,110000000.0
Suzuki Mehran,Lahore,2010,62000,800.0,Manual,9.9,14,Budget,Low,49600000.0
Suzuki Swift,Faisalabad,2022,35000,1200.0,Automatic,44.0,2,Premium,Low,42000000.0
Toyota Passo,Rawalpindi,2021,26000,1000.0,Automatic,42.8,3,Premium,Low,26000000.0
Nissan Dayz,Lahore,2021,15000,660.0,Automatic,37.8,3,Mid Range,Low,9900000.0
Honda Civic,Islamabad,2009,84000,1800.0,Automatic,27.0,15,Mid Range,Low,151200000.0
Suzuki Wagon,Islamabad,2018,80000,660.0,Automatic,32.0,6,Mid Range,Low,52800000.0
Daihatsu Mira,Abbottabad,2013,91532,660.0,Automatic,22.8,11,Mid Range,Low,60411120.0
Mitsubishi Ek,Rawalpindi,2021,12500,660.0,Automatic,33.0,3,Mid Range,Low,8250000.0
MG HS,Lahore,2021,50000,1500.0,Automatic,63.5,3,Luxury,Low,75000000.0
Toyota Corolla,Pind Dadan Khan,2017,78450,1300.0,Manual,44.0,7,Premium,Low,101985000.0
Honda N,Rawalpindi,2021,17000,660.0,Automatic,29.4,3,Mid Range,Low,11220000.0
Toyota Yaris,Vehari,2021,55000,1300.0,Manual,37.5,3,Mid Range,Low,71500000.0
Toyota Vitz,Burewala,2015,90000,1000.0,Automatic,33.5,9,Mid Range,Low,90000000.0
Toyota Yaris,Lahore,2021,60000,1000.0,Manual,48.5,3,Premium,Low,60000000.0
Toyota Corolla,Lahore,2022,36000,1598.0,Automatic,60.0,2,Premium,Low,57528000.0
KIA Sportage,Faisalabad,2021,45000,2000.0,Automatic,71.5,3,Luxury,Low,90000000.0
Honda Civic,Chakwal,2021,13500,1800.0,Automatic,66.5,3,Luxury,Low,24300000.0
Toyota Corolla,Karachi,2011,99700,1600.0,Automatic,27.5,13,Mid Range,Low,159520000.0
Suzuki Wagon,Islamabad,2022,58000,1000.0,Manual,29.0,2,Mid Range,Low,58000000.0
KIA Sportage,Lahore,2023,3400,2000.0,Automatic,79.9,1,Luxury,Low,6800000.0
Honda Civic,Karachi,2017,60000,1800.0,Automatic,47.5,7,Premium,Low,108000000.0
Toyota Aqua,Lahore,2020,108000,1500.0,Automatic,65.0,4,Luxury,Medium,162000000.0
Daihatsu Mira,Lahore,2013,112000,660.0,Automatic,24.0,11,Mid Range,Medium,73920000.0
Honda Civic,Lahore,2020,75000,1800.0,Automatic,55.0,4,Premium,Low,135000000.0
Toyota Vitz,Burewala,2015,90000,1000.0,Automatic,33.5,9,Mid Range,Low,90000000.0
Suzuki Swift,Islamabad,2019,60900,1300.0,Automatic,29.8,5,Mid Range,Low,79170000.0
Suzuki Wagon,Pattoki,2023,13000,1000.0,Manual,33.5,1,Mid Range,Low,13000000.0
Honda Civic,Lahore,2013,170000,1800.0,Manual,26.0,11,Mid Range,Medium,306000000.0
Honda Civic,Talagang,2005,180000,1600.0,Manual,15.8,19,Budget,Medium,288000000.0
Honda City,Gujranwala,2007,200000,1500.0,Automatic,19.8,17,Budget,Medium,300000000.0
Honda City,Karachi,2014,88000,1300.0,Manual,24.8,10,Mid Range,Low,114400000.0
Suzuki Mehran,Lahore,2018,55090,796.0,Manual,14.3,6,Budget,Low,43851640.0
Toyota Corolla,Nowshera cantt,2005,187000,1500.0,Automatic,33.0,19,Mid Range,Medium,280500000.0
Honda City,Karachi,2015,238000,1300.0,Automatic,26.0,9,Mid Range,High,309400000.0
Suzuki Mehran,Lahore,2015,86655,796.0,Manual,10.2,9,Budget,Low,68977380.0
Suzuki Alto,Faisalabad,2020,12920,660.0,Automatic,38.6,4,Mid Range,Low,8527200.0
Toyota Vitz,Mardan,2004,147800,1000.0,Automatic,23.3,20,Mid Range,Medium,147800000.0
Honda City,Lahore,2018,75600,1300.0,Manual,32.2,6,Mid Range,Low,98280000.0
Suzuki Alto,Lahore,2002,70000,1000.0,Manual,8.0,22,Budget,Low,70000000.0
Suzuki Every,Lahore,2010,125000,660.0,Automatic,23.5,14,Mid Range,Medium,82500000.0
Suzuki Cultus,Lahore,2019,68963,1000.0,Manual,27.5,5,Mid Range,Low,68963000.0
Suzuki Swift,Karachi,2022,26000,1200.0,Automatic,44.4,2,Premium,Low,31200000.0
Mitsubishi Ek,Karachi,2013,76000,660.0,Automatic,19.8,11,Budget,Low,50160000.0
Honda Civic,Abbottabad,2005,170000,1600.0,Automatic,16.4,19,Budget,Medium,272000000.0
Toyota Corolla,Karachi,2016,78000,1300.0,Automatic,36.5,8,Mid Range,Low,101400000.0
Honda Civic,Lahore,2020,75000,1800.0,Automatic,55.0,4,Premium,Low,135000000.0
Honda City,Lahore,2017,72000,1300.0,Automatic,37.0,7,Mid Range,Low,93600000.0
Toyota Corolla,Lahore,2021,23000,1600.0,Automatic,60.0,3,Premium,Low,36800000.0
Daihatsu Cast,Islamabad,2021,12715,660.0,Automatic,45.0,3,Premium,Low,8391900.0
KIA Sportage,Islamabad,2020,77000,2000.0,Automatic,65.5,4,Luxury,Low,154000000.0
Daihatsu Mira,Lahore,2021,27600,660.0,Automatic,33.8,3,Mid Range,Low,18216000.0
Toyota Passo,Lahore,2015,103000,1000.0,Automatic,29.9,9,Mid Range,Medium,103000000.0
Toyota Corolla,Lahore,2018,76000,1300.0,Manual,38.8,6,Mid Range,Low,98800000.0
Toyota Corolla,Sialkot,2018,42000,1800.0,Automatic,58.9,6,Premium,Low,75600000.0
Toyota Vitz,Karachi,2018,70000,1000.0,Automatic,37.5,6,Mid Range,Low,70000000.0
Mitsubishi Ek,Karachi,2013,76000,660.0,Automatic,19.8,11,Budget,Low,50160000.0
Honda Civic,Abbottabad,2005,170000,1600.0,Automatic,16.4,19,Budget,Medium,272000000.0
Toyota Corolla,Karachi,2016,78000,1300.0,Automatic,36.5,8,Mid Range,Low,101400000.0
Suzuki Alto,Lahore,2021,53000,660.0,Manual,21.9,3,Mid Range,Low,34980000.0
Mitsubishi Ek,Islamabad,2023,4000,660.0,Automatic,35.5,1,Mid Range,Low,2640000.0
Daihatsu Mira,Rawalpindi,2016,82000,660.0,Automatic,20.5,8,Mid Range,Low,54120000.0
Honda Civic,Lahore,2003,175000,1600.0,Automatic,14.0,21,Budget,Medium,280000000.0
KIA Sportage,Multan,2022,25000,2000.0,Automatic,75.0,2,Luxury,Low,50000000.0
Honda Civic,Lahore,2019,50000,1800.0,Automatic,57.0,5,Premium,Low,90000000.0
Suzuki Mehran,Rawalpindi,2011,76665,800.0,Manual,7.4,13,Budget,Low,61332000.0
Honda Civic,Faisalabad,2006,180000,1600.0,Automatic,18.9,18,Budget,Medium,288000000.0
Daihatsu Cuore,Lahore,2005,96588,800.0,Automatic,9.8,19,Budget,Low,77270400.0
Suzuki Wagon,Lahore,2018,145000,1000.0,Manual,18.5,6,Budget,Medium,145000000.0
Honda Civic,Karachi,2005,200000,1600.0,Automatic,16.0,19,Budget,Medium,320000000.0
Honda Civic,Islamabad,2013,104000,1800.0,Automatic,33.8,11,Mid Range,Medium,187200000.0
Suzuki Cultus,Malakwal,2009,97000,1000.0,Manual,11.2,15,Budget,Low,97000000.0
Suzuki Mehran,Multan,2008,786,800.0,Manual,5.8,16,Budget,Low,628800.0
Toyota Corolla,Takhtbai,2006,50000,1300.0,Manual,24.6,18,Mid Range,Low,65000000.0
Daihatsu Boon,Karachi,2014,127000,1000.0,Automatic,24.5,10,Mid Range,Medium,127000000.0
Suzuki Swift,Lahore,2022,42000,1200.0,Manual,37.0,2,Mid Range,Low,50400000.0
Suzuki Alto,Islamabad,2007,89000,1000.0,Manual,8.2,17,Budget,Low,89000000.0
Suzuki Cultus,Karachi,2021,51000,1000.0,Automatic,33.8,3,Mid Range,Low,51000000.0
Daihatsu Copen,Islamabad,2002,123456,660.0,Automatic,16.0,22,Budget,Medium,81480960.0
Honda City,Karachi,2011,120000,1300.0,Automatic,24.8,13,Mid Range,Medium,156000000.0
Toyota Corolla,Sialkot,2018,42000,1800.0,Automatic,58.9,6,Premium,Low,75600000.0
Toyota Vitz,Karachi,2018,70000,1000.0,Automatic,37.5,6,Mid Range,Low,70000000.0
Daihatsu Cuore,Karachi,2011,202719,800.0,Automatic,12.0,13,Budget,High,162175200.0
Toyota Corolla,Karachi,2014,150000,1300.0,Automatic,33.5,10,Mid Range,Medium,195000000.0
Toyota Raize,Lahore,2020,42700,1000.0,Automatic,55.5,4,Premium,Low,42700000.0
Honda Fit,Karachi,2012,189753,1500.0,Manual,25.0,12,Mid Range,Medium,284629500.0
Suzuki Cultus,Islamabad,2021,83000,1000.0,Automatic,33.0,3,Mid Range,Low,83000000.0
Toyota Raize,Islamabad,2020,61000,1000.0,Automatic,58.0,4,Premium,Low,61000000.0
KIA Sportage,Islamabad,2021,59000,2000.0,Automatic,71.0,3,Luxury,Low,118000000.0
Toyota Corolla,Lahore,2010,104000,1300.0,Manual,23.8,14,Mid Range,Medium,135200000.0
Toyota Corolla,Islamabad,2018,106000,1800.0,Automatic,52.8,6,Premium,Medium,190800000.0
Daihatsu Copen,Islamabad,2002,123456,660.0,Automatic,16.0,22,Budget,Medium,81480960.0
